,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,Color:,Size:
1294,5,True,2018-01-10,AC5PPX3XLCZN1,B009MA34NY,G.K. Hyder,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!, Black/White/Anthracite/Stealth, 9.5 B(M) US
1295,3,True,2018-01-09,A3U0BBRU2Q85LE,B009MA34NY,Alix gray,"On the left shoe, there were two stained yellow spots.", Blue Tint/Green Glow/Hasta/White, 9.5 B(M) US
1296,5,True,2018-01-08,A174EEWMHB3J8N,B009MA34NY,sneakerlover,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.", Black/White/Anthracite/Stealth, 9 B(M) US
1297,5,True,2018-01-08,A1VXFXHDY4SRI5,B009MA34NY,Trl,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!", Pure Platinum/Blue Glow/Wolf Grey, 6 B(M) US
1298,5,True,2018-01-07,A1FQAVH5JBSV6A,B009MA34NY,Renata,I Love it. It is very light and the color is great., Wolf Grey/Black-pink Blast/White, 8.5 B(M) US
1299,5,True,2017-12-29,A2GBBOXDACUA6,B009MA34NY,Amazon Customer,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.", Cool Grey / Volt - Wolf Grey - Pure Platinum, 8.5 W US
1300,5,True,2017-12-28,A2LZMWZ1CM4PF3,B009MA34NY,Kitten,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight", Energy/Mtlc Silver/Black, 8 B(M) US
1301,2,True,2017-12-17,A1UVWOQTPDSYGY,B009MA34NY,Heather,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.", Cool Grey/Volt/Pure Platinum, 11 B(M) US
1302,5,True,2017-12-17,A18530DRJJ0QAF,B009MA34NY,Phyllis Cecilia McCray,She loves them, Black/White/Anthracite/Stealth, 8.5 B(M) US
1303,3,True,2017-12-05,A2LSGH30A8AN2Y,B009MA34NY,Karen Andrews,"These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.", Wolf Grey/Black-pink Blast/White, 9 B(M) US
1304,5,True,2017-12-05,A1LKTJ6HKH077C,B009MA34NY,m.e,great, Hyper Jade/Mtlc Silver/Hyper Turq, 8.5 B(M) US
1305,5,True,2017-12-04,A1DX2WRQ2ZHAEK,B009MA34NY,Amazon Customer,c, Hyper Jade/Mtlc Silver/Hyper Turq, 6.5 B(M) US
1306,5,True,2017-11-30,A2PWOO618R3IKJ,B009MA34NY,Faith Harrison,Love them!, Wolf Grey/Black-pink Blast/White, 9 B(M) US
1307,3,True,2017-11-30,AERFS3FMQJJ9L,B009MA34NY,Amazon Customer,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.", Black/White/Anthracite/Stealth, 9 B(M) US
1308,3,True,2017-11-28,A22FYN2DKXSWS0,B009MA34NY,APrime Tower,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.", black, 6 B(M) US
1309,4,True,2017-11-28,A22WH1BPQH7XJD,B009MA34NY,Priscilla Wallace ,My New Gym shoes! Love them, Cool Grey/Pure Platinum/White/Volt, 10 B(M) US
1310,5,True,2017-11-27,A3OP70LPLALBKN,B009MA34NY,Chelsea,Perfect!, Hyper Jade/Mtlc Silver/Hyper Turq, 9 B(M) US
1311,5,True,2017-11-27,A3OP70LPLALBKN,B009MA34NY,Chelsea,Perfect!, Energy/Mtlc Silver/Black, 9 B(M) US
1312,1,True,2017-11-19,A1BN6I0B2OF7WB,B009MA34NY,goldenhikergirl,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away., Black/White/Anthracite/Stealth, 8 B(M) US
1313,5,True,2017-11-14,A2PYQN4T4LV0NP,B009MA34NY,Brittany,"Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!", Hyper Jade/Mtlc Silver/Hyper Turq, 9 B(M) US
1314,4,True,2017-11-11,A14LN0R1PQA5WI,B009MA34NY,Robin,I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike., Ocean Fog/Blue Grey/Mango, 8.5 B(M) US
1315,5,True,2017-11-10,A35U6TP5276HMD,B009MA34NY,LORNA DOUGLAS,Fit comfortable, Cool Grey/Pure Platinum/White/Volt, 10 B(M) US
1316,5,True,2017-11-09,AKZNLII88A0KO,B009MA34NY,Amazon Customer,"My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!", Black/White/Anthracite/Stealth, 7 B(M) US
1317,4,True,2017-11-07,A3PZ1TJ71WPLXV,B009MA34NY,Mellany Upshaw,Nice fit, Wolf Grey/Black-pink Blast/White, 9 B(M) US
1318,2,True,2017-11-05,A3M69Q5SNV7U0X,B009MA34NY,Amazon Customer,"I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.", Black/Green Glow-blue Glow-white, 7 B(M) US
1319,5,True,2017-11-04,A2GOOFFNUI20XI,B009MA34NY,Jerry Holley,"They fit perfect, extremely comfortable", Wolf Grey/Black-pink Blast/White, 7.5 B(M) US
1320,3,True,2017-11-04,A10Z8PKPUJ7YHO,B009MA34NY,Pen Name,No arch support but l love the colors!, Black/Green Glow-blue Glow-white, 9.5 B(M) US
1321,4,True,2017-11-03,AHFAVT1MUB29W,B009MA34NY,Diego,Shoe was somewhat large, Wolf Grey/Black-pink Blast/White, 8.5 B(M) US
1322,5,True,2017-11-02,A10X6EMVZGVX9E,B009MA34NY,vanessa nix,love them!, Hyper Jade/Mtlc Silver/Hyper Turq, 8.5 B(M) US
1323,4,True,2017-10-31,A3JPU96NVWGUF5,B009MA34NY,AnonymousBeaver,"This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!", Grey, 8 B(M) US
1324,5,True,2017-10-29,A2620Z0QR2OFYC,B009MA34NY,matt,Comfortable and light, Wolf Grey/Black-pink Blast/White, 7.5 B(M) US
1325,5,True,2017-10-26,A312BTXKFHK927,B009MA34NY,D. Bonnet,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet., Black/White/Anthracite/Stealth, 10 B(M) US
1326,5,True,2017-10-26,A30HFZ2FW8CQBI,B009MA34NY,Mecala Fitzpatrick,"I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!", Hyper Jade/Mtlc Silver/Hyper Turq, 7 B(M) US
1327,5,True,2017-10-25,AF70T61UO8MCD,B009MA34NY,Deb Lyon,Great shoes, White/Metallic Silver/Black, 8.5 B(M) US
1328,5,True,2017-10-24,AJX8JEGB4Z8AI,B009MA34NY,Charla McDaniel,These were exactly what I expected., Black/Green Glow-blue Glow-white, 8 B(M) US
1329,5,True,2017-10-22,A2HMEEX4K9UX81,B009MA34NY,Kerry,Love love love, Green Glow/Seaweed - Hasta - White, 8.5 B(M) US
1330,3,True,2017-10-18,AKG96VVJ8XANP,B009MA34NY,Sonia Dietrich,I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad., Wolf Grey/Black-pink Blast/White, 9 B(M) US
1331,5,True,2017-10-13,A34LYR4FWZ77CA,B009MA34NY,Amazon Customer,These shoes are awesome!!, Hyper Jade/Mtlc Silver/Hyper Turq, 8 B(M) US
1332,3,True,2017-10-10,A2M3ZNLCYPZ5A1,B009MA34NY,Luba Capps,"l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.", Black/White/Anthracite/Stealth, 10.5 B(M) US
1333,5,True,2017-10-03,AQAY0P6DQAWDL,B009MA34NY,Ashley Files,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day., Black, 6 B(M) US
1334,5,True,2017-10-02,A246RG8KSPK5XS,B009MA34NY,Amazon Customer,Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!, Hyper Jade/Mtlc Silver/Hyper Turq, 8 B(M) US
1335,5,True,2017-09-27,A2JCYVQLKWULGM,B009MA34NY,Manda Lynn,Super comfy!, Black, 9 B(M) US
1336,5,True,2017-09-27,A1EF7YWCNN7E9K,B009MA34NY,Kelly M,Ordered half a size larger than my usual shoe size and fits perfectly., Cool Grey/Rage Green/Hyper Turquoise, 11.5 B(M) US
1337,5,True,2017-09-26,AQWZQKD0N851T,B009MA34NY,Birger B.,Fit well., Black/White/Anthracite/Stealth, 9.5 B(M) US
1338,5,True,2017-09-25,A3V6I3EA3X3SCE,B009MA34NY,M Corrie,The fit was perfect! I Highly recommend this shoe., Black/White/Anthracite/Stealth, 7.5 B(M) US
1339,5,True,2017-09-20,AGT48Z76ZQSQU,B009MA34NY,Amazon Customer,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!", Black, 7.5 B(M) US
1340,5,True,2017-09-18,A2W3B4YHP3HZ9R,B009MA34NY,judy laurel,"Cute shoe, fit as expected, and very comfortable.", Black/White/Anthracite/Stealth, 8.5 B(M) US
1341,5,True,2017-09-16,AGVYFU0PR5IWV,B009MA34NY,Amazon Customer,"On time, nice sneakers. Fit as expected.", Black/Green Glow-blue Glow-white, 7.5 B(M) US
1342,5,True,2017-09-14,A2SU06VTWMFP7C,B009MA34NY,ange edmounds harrison,"Perfect fit, as always.", Grey, 8 B(M) US
1343,5,True,2017-09-13,AVZB7UFLT6VD,B009MA34NY,Robbin,"Great shoe, very comfortable", Plure Platinum/Blue Glow/Wolf Grey, 8.5 B(M) US
1344,5,True,2017-09-10,ANPPQ1G3RP88H,B009MA34NY,Amazon Customer,Love these sneakers! Perfect fit and super light, Wolf Grey/Black-pink Blast/White, 9 B(M) US
1345,5,True,2017-09-07,ABONZZSS8YG3K,B009MA34NY,Delores Williams,These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet., Black/Green Glow-blue Glow-white, 8.5 B(M) US
1346,5,True,2017-09-05,A2T8BWOO7BFBWY,B009MA34NY,vera alster,Fit true to size, Wolf Grey/Black-pink Blast/White, 7.5 B(M) US
1347,5,True,2017-09-04,A1NTI9B7VY30JM,B009MA34NY,lezanaz,Love the fit, Black/White/Anthracite/Stealth, 7.5 B(M) US
1348,4,True,2017-08-29,AM9TTLTT6DR1W,B009MA34NY,Karen VanFossen,Nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit, Black/Green Glow-blue Glow-white, 8.5 B(M) US
1349,1,True,2017-08-29,AP8CWOZ30P4GH,B009MA34NY,Marie,Oops! I returned these because I ordered wrong size!, Black/White/Anthracite/Stealth, 10.5 B(M) US
1350,5,True,2017-08-29,A2ORP5RT8NQ0Q7,B009MA34NY,Jackie Carola,Extremely comfortable sneaker!, Black/White/Anthracite/Stealth, 9 B(M) US
1351,5,True,2017-08-27,A5Z3UGOPDBJPW,B009MA34NY,Carol,Good looking shoe, Black, 8 B(M) US
1352,4,True,2017-08-24,A2GWLCDWM7V59I,B009MA34NY,Carol G,I have had this style before in a different color and have received many compliments on the shoes.  They are great walking shoes!  I wear orthotics and these shoes are one of the best I have found to accommodate them for fit., Pure Platinum/Blue Glow/Wolf Grey, 9 B(M) US
1353,1,True,2017-08-24,A2XUQXG9J9SRTG,B009MA34NY,JMH515,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.", Cool Grey/Volt/Pure Platinum, 7.5 B(M) US
1354,5,True,2017-08-21,A2R0RL0TF6E9VC,B009MA34NY,SadDad,Great! Super comfy and cute! No issues and fit perfect!, Hyper Jade/Mtlc Silver/Hyper Turq, 10 B(M) US
1355,5,True,2017-08-20,AB29N6EMOFEVW,B009MA34NY,dan h.,Good shoes, Black/White/Anthracite/Stealth, 7 B(M) US
1356,3,True,2017-08-17,A2Y2IKO63FNHQE,B009MA34NY,Sandie,I returned them...found a Ryka pair I liked better, Black/Hyper Violet/Total Crimson/White, 10 B(M) US
1357,5,True,2017-08-17,A1OK7HI3YI9682,B009MA34NY,Mel B,BEST sneakers I've ever purchased!!!!, Black/White/Anthracite/Stealth, 8 B(M) US
1358,5,True,2017-08-15,A39U1R8S96YIR4,B009MA34NY,Amazon Customer,Excellent ...!!!, Wolf Grey/Platinum/White/Crimson, X-Large
1359,5,True,2017-08-14,A1Z37N7XE7FRD2,B009MA34NY,gi,"the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!", Black/White/Anthracite/Stealth, 8.5 B(M) US
1360,5,True,2017-08-12,A3LGYYLGO2KJOE,B009MA34NY,Bree,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.", Black/White/Anthracite/Stealth, 9 B(M) US
1361,4,True,2017-08-11,A1J3XYI0M1D0LW,B009MA34NY,ellen,Right one is slightly tight.. hope it will stretch out.. !!, Black/White/Anthracite/Stealth, 10 B(M) US
1362,3,True,2017-08-08,A9KR8PT0Z47CL,B009MA34NY,Chandler F,They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same., Black/White/Anthracite/Stealth, 9 B(M) US
1363,5,True,2017-08-08,A1AUEUD7NP1LUC,B009MA34NY,Flip Flop Life,So lightweight and awesome!, Black/White/Anthracite/Stealth, 11 B(M) US
1364,5,True,2017-08-07,A177WB7O660HS8,B009MA34NY,shannon Donaldson,Luv them!!, Cool Grey/Volt-pure Platinum, 8.5 B(M) US
1365,5,True,2017-08-04,A38BS1VCQ4XSGV,B009MA34NY,ptovar,Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable., Wolf Grey/Black-pink Blast/White, 7.5 B(M) US
1366,3,True,2017-08-02,A38X15IJFAPHZP,B009MA34NY,Anonymous,"Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.", Black/White/Anthracite/Stealth, 5 B(M) US
1367,5,True,2017-07-20,A1OFFB5DLIHH41,B009MA34NY,Amazon Customer,My daughter loves them. Great fit!, Black/White/Anthracite/Stealth, 9 B(M) US
1368,5,True,2017-07-18,A1PFKS00R93MRZ,B009MA34NY,Rakesh Duneja,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time., Black/Green Glow-blue Glow-white, 8.5 B(M) US
1369,4,True,2017-07-18,A23H50RT6SLXY9,B009MA34NY,Edle Liljeblad,"Fits good, very lightweight.", Wolf Grey/Platinum/White/Crimson, 7.5 B(M) US
1370,5,True,2017-07-18,APWLFTPOXQCCG,B009MA34NY,Andrea T.,"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.", Black/White/Anthracite/Stealth, 7 B(M) US
1371,5,True,2017-07-18,AN5PL4KUZS35E,B009MA34NY,Dilly Anderson,, Black/White/Anthracite/Stealth, 9.5 B(M) US
1372,5,True,2017-07-18,A37EEIAK5YJGTS,B009MA34NY,myrtlyn Allen Skeeling,Nice, Black, 9 B(M) US
1373,5,True,2017-07-18,A87LWEOT3ZJU7,B009MA34NY,Amazon Customer,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL, Black/Hyper Violet/Total Crimson/White, 9 B(M) US
1374,5,True,2017-07-18,A1LCV2UNXGHB0W,B009MA34NY,luvtoshop,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide., Black/White/Anthracite/Stealth, 8 B(M) US
1375,5,True,2017-07-15,A3O0UBMD8CSF1V,B009MA34NY,Jennifer S. Flack,Love this product.  Great fit., Cool Grey/Pure Platinum/White/Volt, 9.5 B(M) US
1376,3,True,2017-07-15,A184AKBVD3WI86,B009MA34NY,Elke,Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great, Wolf Grey/Black-pink Blast/White, 8.5 B(M) US
1377,5,True,2017-07-09,A3I0ZDRING4F8W,B009MA34NY,S,Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them., Racer Blue/Obsidian/Blue Tint, 10 B(M) US
1378,5,True,2017-07-08,AXZ02W7FMBC35,B009MA34NY,Bill Ellenwood II,Love! Great price too., Cool Grey / Volt - Wolf Grey - Pure Platinum, 9.5 D Wide
1379,4,True,2017-07-07,A29K85C92Z8HGR,B009MA34NY,MET,"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes", Black/White/Anthracite/Stealth, 8 B(M) US
1380,3,False,2017-07-01,AE6W48FPMKO4L,B009MA34NY,PineTree,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!", Black, 6 B(M) US
1381,5,True,2017-06-30,AKY3EYDEZVW6C,B009MA34NY,AmazonAbuser,Perf., Black/White/Anthracite/Stealth, 8 B(M) US
1382,5,True,2017-06-28,A1GQ2TRY8J631M,B009MA34NY,K,Best shoes ever!!!, Ocean Fog/Blue Grey/Mango, 7.5 B(M) US
1383,5,True,2017-06-26,A21M1G84SE8SOO,B009MA34NY,Pat Chavez,Fit good, Grey, 8 B(M) US
1384,5,True,2017-06-21,AU2OMN6TEN4GA,B009MA34NY,Amazon Customer,I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!, Hyper Jade/Mtlc Silver/Hyper Turq, 9 B(M) US
1385,5,True,2017-06-20,A2PJ5F6BY1TZNK,B009MA34NY,Jennifer,"I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!", Cool Grey / Volt - Wolf Grey - Pure Platinum, 9 W US
1386,5,True,2017-06-20,A3B23RZXRXYT9Q,B009MA34NY,Babsly ,Love these sneakers. Light weight and comfortable even without socks., Black/White/Anthracite/Stealth, 8 B(M) US
1387,4,True,2017-06-19,A3JTZ664IGZIOK,B009MA34NY,Aprildiver,Nice product, Black/White/Anthracite/Stealth, 8 B(M) US
1388,5,True,2017-06-19,A2JOUOASELY1XR,B009MA34NY,R. Petersen,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase., Black/White/Anthracite/Stealth, 11 B(M) US
1389,5,True,2017-06-19,ADTQ22MUSQFIR,B009MA34NY,Amazon Customer,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!, Black/White/Anthracite/Stealth, 9 B(M) US
1390,3,True,2017-06-16,A1OM5S4Z9J2JQQ,B009MA34NY,Hassnaa,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.", Black/White/Anthracite/Stealth, 9.5 B(M) US
1391,5,True,2017-06-15,AXJZFD1IUBAE7,B009MA34NY,Joanna Lyn,"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.", Black/White/Anthracite/Stealth, 7.5 B(M) US
1392,5,True,2017-06-15,A3UO0DDWXIJ8DW,B009MA34NY,Dawn Houston,they are very comfortable feel like you have nothing on., Racer Blue/Obsidian/Blue Tint, 9 B(M) US
1393,5,True,2017-06-14,A4GR8SDFRBSDV,B009MA34NY,Amazon Customer,My favorite nike shoe, Black/Wolf Grey/White/Pink, 8 B(M) US
1394,5,True,2017-06-13,A29ACU3O9IMICZ,B009MA34NY,SWS,Super comfortable and extremely lightweight. Great for crossfit!, Ocean Fog/Blue Grey/Mango, 7.5 B(M) US
1395,5,True,2017-06-08,A9C9408H23DRM,B009MA34NY,Nena,Beautiful I love them comfy, Hyper Jade/Mtlc Silver/Hyper Turq, 7.5 B(M) US
1396,1,True,2017-06-05,A3T9CL6JYWAP40,B009MA34NY,Stacie,I've not even had them a month and the bottom is coming off. I'm not happy!, Cool Grey / Volt - Wolf Grey - Pure Platinum, 8.5 W US
1397,5,True,2017-06-02,A3W0GO31B8Y2KE,B009MA34NY,Kristin Swearengen,Love them! Fit exactly as expected in length and width! I would definitely buy these again., Black/White/Anthracite/Stealth, 8.5 B(M) US
1398,5,True,2017-05-30,A3GQXGVAIH5EU4,B009MA34NY,Hailey Lapp,Great shoes, Black/White/Anthracite/Stealth, 7 B(M) US
1399,5,True,2017-05-30,A14LVJDMDABMML,B009MA34NY,Chris,"My second pair, love the fit, light weight and great support.", Wolf Grey/Platinum/White/Crimson, 10 B(M) US
1400,4,True,2017-05-29,AJWKZNI5VHW86,B009MA34NY,Carol-Anne Quinn,I have wide feet and these were too narrow but very nice looking., Cool Grey / Volt - Wolf Grey - Pure Platinum, 9 W US
1401,3,True,2017-05-25,A3J4XAGMLTHFHZ,B009MA34NY,Susan,Ugh... way to large - is this for a man?, Black/White/Anthracite/Stealth, 10 B(M) US
1402,5,True,2017-05-22,A12FBA7DCFE5W7,B009MA34NY,Julia,The shoe fit has expected. It is comfortable., Black/White/Anthracite/Stealth, 8.5 B(M) US
1403,5,True,2017-05-22,A2ZE58RF22658T,B009MA34NY,Dcf42,"They fit great, look great, are quite comfortable and are just what I was looking for!", Black/White/Anthracite/Stealth, 9 B(M) US
1404,5,False,2017-05-19,AT7UEQ7UJB0RU,B009MA34NY,J.T.,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.", Cool Grey / Volt - Wolf Grey - Pure Platinum, 7.5 W US
1405,5,False,2017-05-19,AT7UEQ7UJB0RU,B009MA34NY,J.T.,"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.", Cool Grey/Pure Platinum/White/Volt, 10 B(M) US
1406,4,True,2017-05-18,A10WPKF2VH1JWY,B009MA34NY,J. Mitchell,Wife happy with fit., Black/White/Anthracite/Stealth, 8 B(M) US
1407,4,True,2017-05-15,A2ABEGA0S52R5E,B009MA34NY,Katie Yockey,They run big. Order a full size smaller., Grey, 8 B(M) US
1408,3,True,2017-05-10,ADD8OMIBXZ89G,B009MA34NY,Gwen F.,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.", Black/White/Anthracite/Stealth, 9 B(M) US
1409,5,True,2017-05-07,A1P2JWDZ4SFW78,B009MA34NY,ND,"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.", White/Hyper Pink/Pure Platinum/Wolf Grey, 6.5 B(M) US
1410,5,True,2017-05-06,AI4KO5XDRKDFR,B009MA34NY,Ms. Trainer,Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day., Cool Grey / Volt - Wolf Grey - Pure Platinum, 9.5 D Wide
1411,5,True,2017-05-05,A24DSR6Y3A08QM,B009MA34NY,Luiza A.,I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors., Cool Grey/Volt-pure Platinum, 8.5 B(M) US
1412,5,True,2017-05-03,A1E4Y7BABMEA03,B009MA34NY,KV,Comfortable from the start and very light., Black/White/Anthracite/Stealth, 9.5 B(M) US
1413,5,True,2017-05-03,AJDX5KE665V0K,B009MA34NY,Msmatt,As expected., Black/White/Anthracite/Stealth, 8.5 B(M) US
1414,4,True,2017-05-02,A1SR58S4CXKU5G,B009MA34NY,Leslie Marks,"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.", White/Hyper Pink/Pure Platinum/Wolf Grey, 6.5 B(M) US
1415,5,True,2017-05-01,A3D71DQPAAI6O4,B009MA34NY,Deanna S. Beres,"I love these and have them in a light blue too. Very light weight, airy, and comfortable.", Pink Blast/Stealth/Hyper Pink/White, 6.5 B(M) US
1416,5,True,2017-04-28,AASAT3YLO3WTB,B009MA34NY,Rerch,good quality, Black/Wolf Grey/White/Pink, 7.5 B(M) US
1417,4,True,2017-04-27,A1RNS06YMZXM0K,B009MA34NY,Amazon Customer,Very comfortable sneakers and I also like the way it fits., Cool Grey / Volt - Wolf Grey - Pure Platinum, 7.5 W US
