,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,Size:
3802,5,False,2015-01-03,A3TFW9R3OCAGUI,B0012Y0ZG2,ali alawieh,I love the smell of the shower gel also it bodyspary and also a great gift set that I got from wife that only cost me $20. it's great to a get gift from your hard own money., 223
3803,5,True,2015-01-03,A3UXKTNN3U6E0D,B0012Y0ZG2,Turgeman Anat,very good prodauct, B-002
3804,5,True,2015-01-01,A3INQL95YAY6OW,B0012Y0ZG2,villy,My sister smiled from ear to ear., 367
3805,5,False,2014-12-29,A27IT9W7WU080F,B0012Y0ZG2,johnny,I really like the shampoo and body wash. They both lather great with a very masculine yet fruity scent. 3 thumbs up!, 223
3806,5,True,2014-12-29,A26GEEGKDA0D58,B0012Y0ZG2,Miss Red,I wish I could find more products with this particular fragrance. I drives me nuts. Oh and it makes my skin silky soft. WIsh the scent lasted longer on my skin. I really love it., 8
3807,5,True,2014-12-28,A3JDSBP01M7R2R,B0012Y0ZG2,Tim A. Brooks,One of my wife's favorites., 112
3808,5,True,2014-12-24,A1SW8WT1S0GHQV,B0012Y0ZG2,CJ,I really appreciate the rapid delivery on my item. It was better than expected., 17
3809,5,True,2014-12-18,A3RY7MA4VRMXN6,B0012Y0ZG2,Ed Johnson,I love the scent of the music. Unfortunately they don't make this anymore but it's the best, 48
3810,5,True,2014-12-17,A1C03381HL8SWG,B0012Y0ZG2,Happy Customer,Love these drops!, 403
3811,5,True,2014-12-15,A38GVFMJ2V9SRV,B0012Y0ZG2,Tamara Darr,"I love this eyeshadow.  The color is so pretty and neutral.  Everyone looks great in this shadow.  I originally received it in a kit from Bare Escentuals.  Another thing I like about it , all natural ingredients.  There is nothing in it that will harm my skin or eyes.  Makeup that is actually good for you. When I ran out I panicked.  I'm so glad I found it again.  Love it!", 402
3812,5,True,2014-12-15,A2H99IQJ0JT4MU,B0012Y0ZG2,karen stanley,Love it, 143
3813,4,True,2014-12-14,A2S97Z2I1TFOS,B0012Y0ZG2,Gullu&#039;s mom,"Nice shampoo with conditioner. So far, it has not caused any excessive dryness in my hair. Giving it 4 stars as the conditioner part is nothing fancy. My hair don't feel ""well conditioned"" after its use. If you are looking to save time and provide ""some"" conditioning to your hair, this product is good. However, if you are looking for a ""healthy shine"", you should use conditioner separately.", 25.4 Fluid Ounce
3814,5,True,2014-12-13,A1RO0OV2CHJLUG,B0012Y0ZG2,danielle,I have very thin very broken bleached hair. This product has changed my world! I can actually comb through my hair when I get out of the shower. Leaves hair soft and healthy. Love it!! I Use it every other day and I will continue using this product., 3
3815,5,True,2014-12-11,A2N52EPR60UCHN,B0012Y0ZG2,gary walters,"my wife loved it ,and thanked me ,she gets good coments all the time.", 367
3816,5,True,2014-12-08,A2KA5PR2AKM7ZU,B0012Y0ZG2,susanb1222,The price for an Hermes product is the best, 127
3817,5,True,2014-12-06,A2EGIJP9ULQ9XB,B0012Y0ZG2,Brian D. Hirak,"Smells Great!! Take's just a small amount to make your hair full and hold without any residue or stickiness. Works great, I have been using it for over 3 years now, no complaints...", 13
3818,5,True,2014-12-04,A30EPPTPW7M9D0,B0012Y0ZG2,Lennie,Excellent product!  Received in good time.  Thank you!, B-020
3819,5,True,2014-12-04,A2XFY9IT8UVY9E,B0012Y0ZG2,KS,"Really love the product--has made a visible difference in my skin.  Also, seller was great, product arrived MUCH sooner than expected.", 379
3820,5,True,2014-12-02,A1RO0GOES15LER,B0012Y0ZG2,Michelle,Loved this. ... but I can't fInd more. ... anywhere!, 82
3821,5,True,2014-11-28,A13B2J5IBGS8Y2,B0012Y0ZG2,Pam,Love this-but believe it is no longer available!! Thymes-BRING IT BACK PLEASE!!!, 22
3822,5,True,2014-11-26,A2BLQAZWM052C1,B0012Y0ZG2,Smith Reviews,This is my wife's go to body wash., 71
3823,5,False,2014-11-26,A3AE2ZLYWES45E,B0012Y0ZG2,Liz Edwards,I have used this for years and absolutely love it.  Can't wait for it to be made available again as I am getting very low., 275
3824,5,True,2014-11-24,A2INILPDI33JG3,B0012Y0ZG2,Susan Lamparter,Great product, 279
3825,5,True,2014-11-23,A2IXGQP8IXSJXW,B0012Y0ZG2,Nancy Silvia,Alien has been my favorite for years! I always get compliments, 147
3826,5,True,2014-11-21,A3HJIA8KBPQXWU,B0012Y0ZG2,janice ocasio,This is the only perfume I use .I love it. I will recommend it.it will last all day, 123
3827,5,True,2014-11-21,A1R2A7QAO05UN9,B0012Y0ZG2,Ginny L Morrison,"I love the Bionutrients x 7; it really nourishes my skin.  I am an older adult and the 3x doesn't work for my skin.  Unfortunately, Henkel quit making this product because they said they didn't have a great enough response to it.  I bought over $100.00 worth on Amazon because it can no longer be found in the stores.  I hope I can find something that works as well and I have tried a lot of products.", 305
3828,5,True,2014-11-21,AMUVF6UQZ6UCO,B0012Y0ZG2,San Diegan,This body wash is so concentrated and fragrant. It lathers beautifully and moisturizes., 6.7 Oz.
3829,5,True,2014-11-16,A2AET552WMN8LZ,B0012Y0ZG2,RichJankowski,Great product - my wife loves it, 3
3830,5,False,2014-11-07,A7LAYX9R7IMOO,B0012Y0ZG2,andre luiz,I really is what I expected, 123
3831,5,True,2014-11-04,AE7U89M0RXP0W,B0012Y0ZG2,Kathy Meletis,Nice product., 17
3832,5,True,2014-11-03,A1TY8P7VKFBQ2Q,B0012Y0ZG2,William E. Diaz,100% is recommended, 123
3833,4,True,2014-11-01,A3TH0R81AWDJ49,B0012Y0ZG2,Eva Sidera,"Nice shampoo, and the smell is magnificent. Lingers on the hair all day, I get compliments all the time. I usually leave it on my hair for 10 minutes, wash it out, leave it to air dry naturally and use a frizz eliminating or heating serum with the flat iron. Wouldn't recommend it for coarse hair, it didn't leave the same results for my brother.", 25.4 Fluid Ounce
3834,5,False,2014-10-29,A1MF4IEANGZ0OB,B0012Y0ZG2,P. Landis,Fabulous moisturizer., 370
3835,5,True,2014-10-28,A30VYJQW4XWDQ6,B0012Y0ZG2,michelle,"These refill intense reinforcing treatment , left my hair smooth and smell good! I like.", B-002
3836,5,True,2014-10-25,A1AWB5QE4T9LPM,B0012Y0ZG2,Rafael Saturno,All perfect, 7.6oz
3837,5,True,2014-10-24,A22XX80SB8WMUK,B0012Y0ZG2,Chloe,Awesome, 3
3838,5,False,2014-10-11,A3KALVNW1WOI19,B0012Y0ZG2,kelly,Great stuff!, 129
3839,5,True,2014-10-09,A3T1HGP5MN7OB6,B0012Y0ZG2,lefeverb,Great Product. TOBS always has very pleasant and masculine scents!!, B-013
3840,5,True,2014-10-07,A3HIK2YDCUMWMZ,B0012Y0ZG2,SOLIMARISOL,perfect gift, 162
3841,5,True,2014-10-04,A12I397MEWA1VB,B0012Y0ZG2,Adrienne Gottlieb,Excellent product., 13
3842,5,True,2014-10-04,A1A6EANMBA02NW,B0012Y0ZG2,elaine lester,I loved it., 175
3843,5,True,2014-10-03,A3TXZIWV9XZLMR,B0012Y0ZG2,Nelya,I love this Shampoo and told my friends about it., 32
3844,5,False,2014-09-30,AMKW6DTGH7DHY,B0012Y0ZG2,Jiazhen Zhu,good, 432
3845,5,True,2014-09-30,A41D5III07SB6,B0012Y0ZG2,MARYSTAR,Love this!, 5
3846,5,True,2014-09-29,A337VOJXCV97F6,B0012Y0ZG2,Dean Madison,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!, 267
3847,5,True,2014-09-29,A1NXF07STAXNN3,B0012Y0ZG2,W. T. Godbolt,soapy, 17
3848,5,True,2014-09-28,AZRD4IZU6TBFV,B0012Y0ZG2,Norma Gandy,Like this product very much..it smells great., 200
3849,5,False,2014-09-20,A37DCOJBXHTODF,B0012Y0ZG2,LUVSTAWKIN,Love it!, 214
3850,5,True,2014-09-19,A2ANZE8NVU7BCO,B0012Y0ZG2,Glamour Girl,"I love this shower gel, tiny bit makes super sudsy.", 186
3851,5,True,2014-09-19,A2BFYX5LXWT7J,B0012Y0ZG2,Melody Surdahl,"Azur is always my favorite in the Thymes collection because of its clean, fresh scent. I like that my skin feels moisturized when using this product in the shower.", 22
3852,5,False,2014-09-14,A1Z9JYXS7Y6Z6X,B0012Y0ZG2,Margaret,"I love it so much, others receive it on their birthday.  Now they love it too.", 95
3853,5,True,2014-09-11,A265E2JC4S3YWC,B0012Y0ZG2,Yngathrt,This product is wonderful and the seller met  my every expectation!, 17
3854,5,True,2014-09-09,A2CA0MJP6O4ZZL,B0012Y0ZG2,jack,The best hair product ever, 3
3855,5,True,2014-09-06,A2UNM0QKAA0LUS,B0012Y0ZG2,Peggy Brothers,Great! large enough for excellent coverage...love it!, -
3856,5,True,2014-09-05,A3LM35KSFBVPOS,B0012Y0ZG2,jennifer castleman,love it...smells so good and was delivered fast....wrapped in bubble wrap and a nice big box....buy with confidance, 162
3857,5,True,2014-09-05,A2I9O5E0Q731GN,B0012Y0ZG2,Josephine Siu,Wish I could get some more!, 51
3858,5,True,2014-08-31,A1CRH843D61QTZ,B0012Y0ZG2,Yadira Rodriguez,"Very Good
Thank you", 39
3859,5,True,2014-08-29,A3QUX4Z5YP6T4P,B0012Y0ZG2,Barb S,I love it!  What more to say?  I was happy to find it available and at a reasonable enough price., 214
3860,5,False,2014-08-28,A3U05BH8UYBNLE,B0012Y0ZG2,Doa Kim,Nice and my mom likes it, 1.7 oz
3861,5,True,2014-08-26,A21C5SBM0KCCH9,B0012Y0ZG2,angela,excellent products and excellent seller, 439
3862,5,True,2014-08-23,A267Z5OBD39VHZ,B0012Y0ZG2,sandman,"The Azur has been discontinued. I hated to have to try a lot of scents to find another one I liked as well. I found this site
and the price was right and the product was delivered as promised. As long as they have this in stock, I will keep buying it.
This is not a heavy fragrance, it is crisp, clean and you can wear it day or night.", 22
3863,5,False,2014-08-21,A3L1JSXB4OXOD9,B0012Y0ZG2,ana martinez,My favorite shampoo...I can't be without this product...I love it, 24 oz.
3864,5,True,2014-08-19,ARI1N006KSXX,B0012Y0ZG2,Jennifer,I love this hair cream! It has a nice subtle scent that isn't overpowering and it is very lightweight., 13
3865,5,True,2014-08-19,A1IP4AIXPHF55Y,B0012Y0ZG2,T. Dearborn,I have used HBL Hair Masque before and love the way my hair feels when I rinse out the masque. My hair is definitely more manageable. I would recomment this product to anyone experiencing dry or damaged hair., 3
3866,5,True,2014-08-16,ABCIDPOKCXJOB,B0012Y0ZG2,Linda Alana,These are the best perms!  I only wish we could still buy them.  The foam is so much nicer to work with and Ogilvie is a wonderful product., 354
3867,5,True,2014-08-14,A34KXLHGO3SWB7,B0012Y0ZG2,Vicki R. Perry,Have been looking for this kit. Great for for traveling., 46
3868,5,True,2014-08-10,A1VOA3CU9XRDDS,B0012Y0ZG2,BBoker,Makes my hair shine better than anything else I've tried!, 3
3869,5,True,2014-08-09,A2I0X28L5E42VU,B0012Y0ZG2,Debbie,"love this bubble bath,love all avon bubble bath,lathers great and smells great", 337
3870,5,True,2014-08-09,A1JQIYKCPYFKG2,B0012Y0ZG2,S. Curry,My  favorite and hard to find., 247
3871,5,True,2014-08-08,A3TBIPGY6C5KIL,B0012Y0ZG2,Mustaine Lee,love this product! ran out of face wash on a trip once so I used this and have used it as face wash ever since!, 143
3872,5,True,2014-08-07,A2F87BBKVFB2H1,B0012Y0ZG2,georgina,Really good, 23
3873,5,False,2014-08-06,A32PX7W05VFWOJ,B0012Y0ZG2,L.B.T.W,I love this cleansing cream. I also bought the body cream. Love the smell., 187
3874,5,True,2014-08-04,AZCOSCQG73JZ1,B0012Y0ZG2,william,"extremely pleased, very pleasant scent, very longlasting...", B-013
3875,5,True,2014-08-03,A1R1RN9N2EUPRZ,B0012Y0ZG2,Susan Cameron,Husband loves it., 118
3876,5,False,2014-07-31,A1TWEWYOCWT9T,B0012Y0ZG2,Emily,"I have been using this product since it launched, back several months ago. I have a ton of hair but it is somewhat fine. I color and use a ton of heat. So my hair is slightly on the dry side. This product line adds just the right amount of moisture and shine to my hair but doesn't make it oily and it isn't too heavy. I would recommend this product to anyone...no matter what your hair type! I buy all of my product from Sally Beauty Supply. This is one of my favorites!", 101
3877,4,True,2014-07-31,A3PE70GMGCY2AL,B0012Y0ZG2,Michael W. Balthrop,"Smells great. I'm looking for the cologne that matches. I have the Green Tea cologne and it's a great match for the Green Tea Body Wash. I wish this product offered the same. My complaint that the scent only lasts about 4 hours is the same as that for Green Tea. If you are looking for a very fresh scent (especially if you are a guy), this is a product I recommend.", 200ml/6.7oz
3878,5,False,2014-07-20,A3CPIVUW77AK6K,B0012Y0ZG2,Christine Evans,"Good service, product as described", 147
3879,5,True,2014-07-16,AH89QE41D1PRP,B0012Y0ZG2,staci,I wish this were not a discontinued product. But I'm glad I found what's left of it! Great product!, 3
3880,5,False,2014-07-14,A3HHQ7UIJJAOAV,B0012Y0ZG2,redlin51,I love this for when I take a shower., 179
3881,5,True,2014-07-13,A1IGBEWKIVXYFL,B0012Y0ZG2,Kathryn A. Stefaniak,Making waves curl defining shampoo really is great for my perm.  It keeps my curls nice and curly.  I use it once a week usually and my perms last so much longer by using it.  I don't use any other product other than the shampoo and conditioner and my hair looks like it has a natural curl to it.  I highly recommend Making Waves shampoo., 50
3882,5,False,2014-07-13,A3S2X46C2GHTDT,B0012Y0ZG2,Teresa F. Oliver,Every woman should use this.  It leaves your skin so soft.  You will just love it., 16.8 Fl.Oz.
3883,5,False,2014-07-12,A125TMC44CJBKK,B0012Y0ZG2,Mustang Shelly,All time favorite!!!! Wish they still carried this!!!, B-020
3884,5,False,2014-07-11,A2EAXA5O0FMMNV,B0012Y0ZG2,Zeni,"Fantastic!  I love the Diva fragrance. It has been my fragrance of choice for over 30 years and I'm amazed at the number of compliments I receive.  People often ask what I'm wearing and where they can get it.  The original Creme Perfume in a tube (from the 1980's & 1990's) is no longer available and neither is the Body Lotion.  I do wish Ungaro would bring those items back.  Even though the formula for this Perfumed Body Cream in the jar does not seem to be the same as the original, it is still wonderful and I will continue using it, along with the spray perfume, as long as it is available.", 366
3885,4,False,2014-07-09,AM8B1RWTFOE38,B0012Y0ZG2,Victor hugo palomera,Ok, 39
3886,4,False,2014-07-08,AJZGMDK1NA990,B0012Y0ZG2,Great Dane Mom,"Both of these products work well together.  The shampoo has an earthy smell,  but it is not unpleasant.  I feel that I am losing less hair.  Maybe it even feels thicker.  I know it is growing faster.", 38
3887,5,True,2014-07-06,A105A034ZG9EHO,B0012Y0ZG2,K. Mras,yum, 180
3888,5,True,2014-07-06,A30C827CX52Y3U,B0012Y0ZG2,Judy,"Thank You, I only wish it was more affordable.", 18
3889,5,True,2014-07-05,A3GAYXUN80BG07,B0012Y0ZG2,Rosie,My aunt loves it!  I will get her some more when she runs out., 277
3890,5,False,2014-07-05,A3IVBYIDNMPEPO,B0012Y0ZG2,Chococat,This gel is so fragrant and good lather.  Very luxurious!, 177ml/6oz
3891,5,True,2014-07-04,A1UMO57A3IQGT7,B0012Y0ZG2,rjon,A gift that was appreciated by the receiver., 329
3892,5,True,2014-07-03,A3NHRIFQKCX2G4,B0012Y0ZG2,James Hogan,Can't find locally. ..It's my favorite body wash.. really good stuff!!, 118
3893,4,True,2014-06-28,A3KHIT48AYHC0L,B0012Y0ZG2,DLB,Have used this product for the past 7 months. It has proven to be a great shampoo by improving the overall health of my hair., 5
3894,5,True,2014-06-24,A1XDV760ZLXN57,B0012Y0ZG2,Patti,I have used this off and on for several years and is great for natural curly hair. Can't find it in any stores so was glad to find it on line. I was told they quit making it., 59
3895,5,True,2014-06-23,A1EPD7UQU3MXBT,B0012Y0ZG2,berthahouse,"Packaged well and arrived in good time.  I couldn't find this product locally, so ordered it online.  We were visiting my grandson and I'd forgotten my shampoo and used his.  It was great for my hair, so I've been using it ever since.", 16
3896,5,True,2014-06-23,A37TA115S10WZU,B0012Y0ZG2,F. M. Green,"I like the fact that I don't have a reaction since this is all organc , no chemicals, no pesticides, or preservatives and not tested on animals. The only downside is the travel pack is too small for a two week vacation, they are one ounce bottles enough for a weekend. I had to pack other 3 ounce bottles of shampoo, conditioner, and body wash. If if burts bees made this in a 3.4 oz travel (TSA regulations) then it would be great.
I can testify that burts bees is good for you and the enviroment.", 46
3897,5,True,2014-06-22,A11L1TI883AOSV,B0012Y0ZG2,Trudy Goodwin,"You Just need a little, and it lathers up great. Smells good, leaves my hair shiny and curly, and manageable. My only complaint is for some unknown reason, they stopped making the 32oz. size. Probably because they want you to buy more of the 11oz size.", 50
3898,5,False,2014-06-21,A3A5ATNHC0QPQA,B0012Y0ZG2,Travel nerd,"These two products are very good for my hair.  I have colored, thinning mid length hair and it keeps my locks moisturized and looking good.  I scalp feel clean and I don't feel like these products weighs down my fine hair.  The fragrance is very great and doesn't bother me, even though I'm very sensitive to fragrances.  Will keep using these products.", 7
3899,5,False,2014-06-19,AX5SY5C2R0LRV,B0012Y0ZG2,Tangela,"""Oh my goodness"".. This is the most wonderful body wash ever.. It has to be the best thing since herbal essences.. at least the Japanese version, and i'ts peach.. Oh my God, it smells so good. You'll never want to get out of the shower.  I used it all up in like a week. It was like addictive. I love it. 5 stars... I'll buy it again and again I can't get enough of that smell!", 286
3900,5,True,2014-06-10,A2L7E955AXRHRA,B0012Y0ZG2,jennie r.,"I was so disappointed when BedBathandBeyond discontinued this product, but I was thrilled to find it on Amazon.  It's my favorite fragrance for the summertime!", 287
3901,5,True,2014-06-02,A2831PTXQCEFCM,B0012Y0ZG2,Miss D,"Love the fragrance, and was happy to be able to buy Moon Sparkle again! Give it a try! You won't be disappointed! Very sexy fragrance!", 67
3902,5,True,2014-05-30,AL4R7S0YP7MJR,B0012Y0ZG2,Diane,This is a great moisturizing body wash. Leaves skin silky soft for hours. A must buy who wants soft skin., 45
3903,5,True,2014-05-28,A1AKH1GJBE5CX5,B0012Y0ZG2,Terra,My aunt bought me this lotion from a Ross store last year for Christmas and I loved it. This is kind of expensive on Amazon but I still love it and Amazon is the only place I could find it. I will use it up slowly and carefully. Love the way it smells!, 13.5 Fl.Oz.
3904,5,True,2014-05-24,A24OO89UB5PY7J,B0012Y0ZG2,JD,"I have been buying this body wash for abut a year now. It is simple. No heavy perfumes or dyes. My husband has sensitive skin and this stuff doesn't bother him at all.

I have always loved Ivory! I love it more now.", 179
3905,5,True,2014-05-20,A2KQ0AAX4DKI1Q,B0012Y0ZG2,Timothy E Murray,This cape was durable and very inexpensive.  I cut my husband's hair and this is just what I needed.  The velcro at the neck insures a proper fit., 174
3906,5,True,2014-05-14,A1CF9LS3PV9ZOR,B0012Y0ZG2,Helen Curl,"I love Perlier Lavender Body Butter, so I had to have the Shower Gel to layer the two products together.  What I love especially is that the Shower Gel fragrance stays on your skin even by itself.

ACTUALLY, I JUST LOVE ANYTHING THE COMPANY MAKES.", 97
3907,5,True,2014-05-12,A1IT5WIUU0FKAV,B0012Y0ZG2,DD,Received my order very quickly. I love Body Shop items but do not live near any store that carries them. Glad that I can get them from Amazon. The shower gel has an amazing smell and would recommend it to anyone., 197
3908,5,True,2014-05-08,A37PANLDA6ENJK,B0012Y0ZG2,Jo,I absolutely love this scent ever since the first time I tried it.  I hope Thymes continues to make it., 22
3909,5,True,2014-05-06,A2M0OIN5678XKQ,B0012Y0ZG2,Reese,"this product is very hard to find - and rare in department stores anymore.  I love the scent and always get compliments on it.  Can't stand Paris Hilton as a person, but dang, she makes a wonder perfume!", 170
3910,5,True,2014-04-24,ASZB0F9PAQL5J,B0012Y0ZG2,L. Wisen,"I really enjoy this product. They started selling it at our local store so I don't need to order it online any more. I am allergic to many products, so I was happy to find this one.", 65
3911,5,False,2014-04-21,A2T146POE1RZTX,B0012Y0ZG2,Abbakadabba,"I am a diehard bare minerals fan. Every single brush I own is by bare minerals EXCEPT for this one. I've used this brush nearly every day for at least 5 years now and the only reason I can tell its not brand-new is because the words ""Elizabeth Arden"" have worn off. I've never ever had a single bristle fall out of the brush, even when I'm washing it. I also take good care of it and wash it every week with baby shampoo. (Side Note: baby shampoo is significantly less expensive and works better than any ""makeup brush shampoo"")

The bristles are unbelievably soft and give a really even powder coverage and its very easy to vary the fullness of coverage with this brush. The angle is absolutely perfect for applying foundation. I find that this brush works really well with the Bare Minerals loose powder foundation, though I've gotten wonderful results using this brush with pressed powder as well.

This brush is extremely high quality, worth every penny and if you take care of it, it will last you forever.", -
3912,5,True,2014-04-14,A2KZH1QYHRJRB7,B0012Y0ZG2,Proper Bostonian,"I have had this shower gel once before, and it's amazing. Hard to find, too. One of The Body Shop's best scents, and it's usually only available seasonally! I wish they sold it in bigger bottles, but I was happy to find this.", 197
3913,5,True,2014-04-07,A2TY2IK21P4498,B0012Y0ZG2,kimmi,I GOT TO GET SOME MORE BECAUSE MY BATHS ARE BECOMING KINDA LAME WITHOUT THIS LIQUID SOAP SO FOR NOW I AM OKAY, 196
3914,5,True,2014-04-05,AWXM25EMPKYKW,B0012Y0ZG2,Barb Williams,"I really liked  this perm.  It is easy to use and not as messy as the others.  If you was 'doing
it yourself' you could tell where you was at on the curlers, because of the foam.  I have thin, fine,
naturally curly hair.  Because my hair is so thin and fine,  I wanted this perm mainly for body.  It worked really well for what I wanted.  Unfortunately I can't find it now.  Hope I can find it again.  I would recommend it to anyone.  (When I had my hair stylist used this perm, they was
amazed at how easy it was to use.)", 354
3915,5,True,2014-04-02,AJILF715MP2SE,B0012Y0ZG2,Ashley,"So yes the little bottle is $20.00 however if you're looking for relief from baby being at the breast, this little bottle is like gold for them. It goes such a long way. You don't need much. It's not greasy feeling like some lanolin can get. We have actually used in for our 8 month old through teething & rash. We'd throw some on at bed & by morning good as new! I highly highly recommend this to all new moms!", 157
3916,5,True,2014-04-02,A3QYF175C7E1CN,B0012Y0ZG2,SABRINA KROUSE,good soap.  I have skin allergies and am having trouble with mass produced soaps.  So far so good and my skin feels great., 363
3917,5,True,2014-03-27,AGOH8N902URMW,B0012Y0ZG2,Zeb,This gel is a genuine imported product from France. Over the years I have bought my wife similar products by other very expensive brands from France. Real high quality at a very affordable price., 10.2 oz
3918,5,True,2014-03-19,A32BY7UM2ZCWHM,B0012Y0ZG2,Ray,"This stuff is really good smelling and lasts long. Even if it does not make women throw themselves at your feet, it sure does help.", 118
3919,5,True,2014-03-18,A3B9T1GXSEVIWM,B0012Y0ZG2,Miss D,"Love the way Old Spice High Endurance Body Wash, Pure Sport smells. Gets you clean, classic product that is very effective", 113
3920,5,True,2014-03-17,A1YMRBCFZ6C62E,B0012Y0ZG2,Mike  J.,"This is the original Matrix Amplifying / Volumizing System Shampoo with the number #1
printed on the front label. This is the original formula, which is much better than Matrix's
new shampoo in the semi-clear/white bottled formula, by far !

Matrix should have never changed their old formula, for it does not work as well as the old one....!", 87
3921,5,True,2014-03-13,A2TZW7B0YG2ZJQ,B0012Y0ZG2,flavio sanchez,"i am ok with this adidas hair and body 3 active start shower gel and shampoo 250 ml 8.4 oz

thank you", 258
3922,5,True,2014-03-10,A3R33QRJ8AC767,B0012Y0ZG2,Amazon Customer,"I love this hard to find lotion/fragrance, as well as the feel of the lotion.  A little goes a long way.  The Amazon price is a great value. The product arrived quickly and in perfect condition.", 67
3923,5,True,2014-03-08,AD6WIZKKXYQVL,B0012Y0ZG2,MLawton,This treatment is awesome to reinforce your hair and make it look shinny and healthy. I def recommend it for everybody., B-002
3924,5,True,2014-03-03,A2HT5WENL8E5S6,B0012Y0ZG2,Shasta Masser,If you have body acne this product is a must. I noticed a difference on my back and chest within the first week of using this body wash. It helps heal what is already there and helps prevent 95% of it from reoccurring!, 241
3925,5,False,2014-02-26,A3EA4UZ8DK7S7F,B0012Y0ZG2,red8089,"this body wash smells amazing! and as an added bonus,if you plug the bathtub and put a little under warm,running water,it makes a wonderful bubble bath with loads of suds! and the suds last a long time too.this body wash's scent relaxes you and softens your skin!", 114
3926,5,True,2014-02-25,APTBOPU0IZZ0Y,B0012Y0ZG2,Fitz,"I have always loved the fragrance of this product and when I found it at this price, I went for it! I received it in a very timely matter.", 119
3927,5,True,2014-02-18,A1IW22SHMMASQ6,B0012Y0ZG2,DonnaMcM.,"Have used this fragrance for years now; just love it!!!  Hard to find the matching shower gel, so very happy to have found
it on Amazon.  Five stars all the way!!!", 10.2 oz
3928,5,False,2014-02-15,A1S44RIBM0ZD9U,B0012Y0ZG2,MAMCDOWE,"I purchased this lotion in December 2013 while Christmas shopping.  I fell in love with it right away.  This is the nicest scented body lotion I've found in many years.  I absolutely adore it.  I let a female friend of mine try it but told her up front not to ask for it because it's one item I would not be giving away.  I am trying to use it sparingly so as not to use it up too quickly.  Sadly, I returned to the store that I purchased it from but they did not have anymore.  Each time I visit that store, I always check to see if more of this wonderful lotion has come in, but so far, it hasn't.  The price in the store was much less than what it is being sold for on Amazon.com.  I will continue to check the store to see if more comes in, but will keep in mind that I can order it on Amazon, although it will cost more.  I would love to make this a regular part of my beauty regime.", 13.5 Fl.Oz.
3929,5,False,2014-02-12,AA91G2AGEGOEJ,B0012Y0ZG2,therman silks,This soap smells so good - clean and intriguing - that anyone who uses it in my home comments on it. It's not in any stores in my town so I found it online and ordered it - not some thing I usually do., 12-Ounce (Pack of 3)
3930,5,True,2014-02-07,A3RGQCA2GSFLX2,B0012Y0ZG2,self,"hard to find a lab coat the fits nice.  this one does. This is my second coat and i am not disappointed. If I need a new one, wold by again. shipping was on time.", 169
3931,5,True,2014-02-07,A32NCLA7SHQBFW,B0012Y0ZG2,sumthing_nyce,This one is a winner I can't afford the J'Adore original but this is very close reminds me of Perry Ellis 360 (circa 1990s) but I like it, 205
3932,5,True,2014-02-04,A31XUJMEDBUGKR,B0012Y0ZG2,Terry V.,"Beautiful Beginnings have been the answer to my prayers when it comes to my daughter's very thick and curly hair. The shampoo, Detangler and Conditioner work like a charm together. Her hair was breaking too much prior to me using these, not, I only get a few strands when am all done washing and combing her hair. I can't seem to find them in the local Sally Beauty Supply nor grocery stores. Highly recommend!", 23
3933,5,True,2014-02-03,A3UIVN10P30BE2,B0012Y0ZG2,Kristin Henry,"I purchased a bottle of this shampoo because it's my favorite, ever. But when it arrived it had been wrapped too tightly and the top of the bottle broke off during shipping. I kept it because I was almost out of my bottle but let them know it had arrived damaged. They were nice enough to replace my bottle and send a very brief apology. You can definitely buy this stuff anywhere, but there's some peace of mind that comes from knowing your supplier will take care of you.", 200ml/6.7oz
3934,5,True,2014-01-28,A2QLQVPUZG2JXU,B0012Y0ZG2,Kyuyeon J.,"Actually, at first I intended to order white musk 'lotion', not the body wash.
So I ordered the wrong item without reading the description carefully.
The funny thing is I USE THIS EVERYDAY.
I smelled both scents of the lotion and body wash, and I prefer this one.", 184
3935,5,True,2014-01-27,A265U4400IMZN4,B0012Y0ZG2,Elaine Blake,"Great buy
Product works very wel;l.  Leaves skin smooth and soft
If you use Estee Lauder products,  Amnazon is great place to save money on them", 1.7 oz
3936,5,True,2014-01-19,A34GB2ZA1JLGND,B0012Y0ZG2,notsoNEWKINDLEUSER,"Victoria Secret had an amazing fragrance in this but has since discontinued it.  While this wasn't a cheap way to buy what of these remains, It was worth every penny being able to buy what is left of these on the market.  This scent is my all time favorite.", 176
3937,5,True,2014-01-16,A26CEJL5AR4U3B,B0012Y0ZG2,fairlind,"I love Pure and Basic Body Wash in general, some scents better than others.  I wasn't sure about this one at first, I thought it was a faded scent, perhaps due to age.  And then, at some point, I got a whiff of my hand.  Wow.  Yum.  Yes, it's a foodie smell, but this one I like.

As for the cost, this container is almost 3x the size of the Pure and Basic regular sized containers, so I didn't feel the price was disproportionate, especially since this particular scent has been discontinued and is hard to find.", 125
3938,5,True,2014-01-12,A149WHPACMTSLO,B0012Y0ZG2,Diane Collins,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart.", 48
3939,5,True,2014-01-11,A2KBQZJJRS5FKY,B0012Y0ZG2,hector,"It works amazing, fantastic, never used something like this before I highly recommend this product I will keep using it", 439
